signal_name,timestamp_utc,log_time_assumption,log_timestamp_offset_hours_applied,direction,strength,asset,timeframe,position_ticket,provenance,source_file
SEM_FONTE,2026-05-05 06:16:41,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,BTCUSD,H1,183024961,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 06:32:08,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,BTCUSD,H1,183029227,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 06:38:15,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,CHFJPY,M15,183028734,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 06:43:18,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,UKOIL+,H1,183028903,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:01:13,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,GER40,H1,183030415,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:07:17,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,USDJPY,H4,182881823,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:07:51,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,USDJPY,H1,182889361,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:07:51,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,EURUSD,H1,182923579,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:14:14,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,GER40,M5,183042568,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:19:05,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,USDCHF,M5,182956102,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:19:05,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,USDCHF,M5,182956105,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:26:18,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,USDJPY,H1,183041159,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:31:31,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,AUDJPY,H1,183024888,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:35:53,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,UKOIL+,H1,183034905,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:36:41,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,UK100,M5,183046849,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:36:51,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,EURUSD,M5,182870838,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:46:29,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,BTCUSD,H1,183043824,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:53:39,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,BTCUSD,M15,183052959,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:54:55,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,BTCUSD,H1,183054865,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 07:55:03,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,GER40,H1,183054391,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 08:00:43,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,UK100,H1,183056041,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 08:06:42,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,CHFJPY,M15,183033781,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 08:18:09,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,ETHUSD,M15,183056209,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 08:28:18,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,GBPJPY,M15,183032669,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 08:29:03,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,ETHUSD,M15,183062026,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 08:37:13,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,EURJPY,H1,183059803,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 08:38:20,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,AUDJPY,H1,183061790,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 09:00:31,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,CADJPY,M15,182959708,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 09:00:31,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,USDJPY,M15,183061528,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 09:00:31,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,GBPJPY,M15,183066921,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 09:00:31,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,AUDJPY,M15,183066991,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 09:00:31,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,CHFJPY,M15,183067069,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 09:00:31,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,EURJPY,M15,183067167,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 09:22:28,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,USDJPY,H1,183073514,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 09:28:04,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,UK100,H1,183076893,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 09:30:57,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,CADJPY,H1,183073330,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 09:30:57,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,CHFJPY,H1,183073433,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 09:30:57,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,EURJPY,H1,183073647,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 09:30:57,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,GBPJPY,H1,183074803,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 09:30:57,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,AUDJPY,H1,183075944,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 09:30:57,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,USDJPY,H1,183078572,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 10:34:27,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,GER40,H4,183059059,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 11:05:45,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,XAUUSD,H1,183103114,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 11:17:13,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,GER40,H4,183099058,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 11:21:44,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,GBPUSD,H4,183038516,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 11:24:48,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,EURUSD,M5,183111184,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 11:36:08,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,EURJPY,H1,183080738,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 11:46:33,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,AUDJPY,H1,183082186,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 12:00:51,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,UK100,H1,183096593,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 12:04:35,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,USDCHF,M5,183044752,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 12:06:32,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,UK100,M15,183129127,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 12:12:00,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,EURJPY,H1,183119606,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 12:13:23,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,USDCHF,M15,183132519,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 12:15:16,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,GER40,H4,183112058,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 12:24:32,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,UK100,H1,183136161,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 12:25:28,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,BTCUSD,M5,183103379,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
SEM_FONTE,2026-05-05 12:25:28,trade_feedback_iso_ts_converted_to_utc_naive,0,NA,,EURJPY,M5,183138617,trade_feedback:position_closed;signal_source_null_or_SEM_FONTE,audit/paper/trade_feedback.jsonl
