0
"(1774332360, 4357.74, 4361.45, 4357.74, 4360.65, 459, 12, 0)"
"(1774332420, 4360.62, 4361.69, 4358.03, 4360.18, 499, 12, 0)"
"(1774332480, 4360.29, 4360.32, 4354.89, 4355.39, 423, 12, 0)"
"(1774332540, 4355.42, 4357.04, 4350.34, 4352.35, 522, 12, 0)"
"(1774332600, 4352.33, 4357.63, 4352.05, 4357.62, 414, 12, 0)"
"(1774332660, 4357.99, 4360.16, 4356.75, 4358.83, 357, 12, 0)"
"(1774332720, 4358.72, 4358.72, 4353.19, 4355.98, 401, 12, 0)"
"(1774332780, 4355.99, 4359.61, 4355.05, 4358.87, 440, 12, 0)"
"(1774332840, 4358.86, 4361.75, 4356.62, 4358.48, 389, 12, 0)"
"(1774332900, 4358.46, 4361.47, 4358.08, 4359.7, 415, 12, 0)"
"(1774332960, 4359.64, 4365.81, 4358.37, 4365.35, 442, 12, 0)"
"(1774333020, 4365.34, 4366.1, 4362.9, 4363.56, 421, 12, 0)"
"(1774333080, 4363.57, 4363.69, 4360.17, 4361.81, 402, 12, 0)"
"(1774333140, 4361.79, 4362.4, 4357.87, 4358.63, 349, 12, 0)"
